rougher	rails	rails
helped	aid	helped
help	helping	helping
helps	helps	helps
help	enable	enable
helped	wished	wished
helps	participates	participates
called	calls	calls
call	derive	derive
calls	calls	calls
call	call	call
called	call	call
calls	named	supports
considered	talked	talked
consider	be	be
considers	relates	relates
consider	prefer	prefer
considered	arabs	arabs
considers	defines	defines
asked	asks	pleaded
ask	ask	willing
asks	asks	asks
ask	ask	ask
asked	telling	telling
asks	willing	willing
provided	provides	provides
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	maintains
provides	provides	provides
eliminated	batted	batted
eliminate	capture	capture
eliminates	hears	embedded
eliminate	!align="right	!align="right
eliminated	!align="right	!align="right
eliminates	torn	torn
thought	knew	politics
think	believed	believed
thinks	hears	hears
think	convince	convince
thought	think	think
thinks	believed	believed
showed	shows	shows
show	obtain	demonstrate
shows	shows	shows
show	show	show
showed	show	show
shows	reveals	reveals
took	took	took
take	take	take
takes	took	took
take	take	take
took	took	took
takes	takes	takes
looked	didn't	didn't
look	look	chiefly
looks	looks	looks
look	look	look
looked	look	look
looks	looks	looks
paid	paid	paid
pay	pay	pay
pays	fee	fee
pay	da	da
paid	paid	paid
pays	pay	pay
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remained	remained
remains	remains	remains
bought	didn't	didn't
buy	purchased	purchased
buys	loses	loses
buy	!align="right	!align="right
bought	!align="right	!align="right
buys	purchased	purchased
sought	took	took
seek	seek	seek
seeks	seeks	seeks
seek	begin	begin
sought	sought	sought
seeks	seeking	subtle
produced	gave	gave
produce	written	written
produces	buck	buck
produce	employs	produce
produced	employs	employs
produces	written	written
thought	resides	resides
think	believed	believed
thinks	lets	resides
think	convince	convince
thought	informs	advocate
thinks	believed	believed
understood	did	did
understand	understand	understand
understands	explains	explains
understand	!align="right	!align="right
understood	!align="right	!align="right
understands	understand	understand
ran	runs	runs
run	run	run
runs	runs	runs
run	run	run
ran	batted	batted
runs	meets	meets
reduced	reducing	reducing
reduce	minimum	minimum
reduces	affects	affects
reduce	reduce	reduce
reduced	discusses	discusses
reduces	minimum	minimum
felt	suffering	suffering
feel	tell	tell
feels	ballad	ballad
feel	qualify	qualify
felt	disappointed	disappointed
feels	resembles	resembles
required	suffering	rendered
require	allowed	eligible
requires	requires	teeth
require	require	retain
required	required	enables
requires	requires	requires
played	played	played
play	playing	playing
plays	plays	plays
play	played	played
played	played	played
plays	plays	plays
happened	halted	loaned
happen	happen	speak
happens	woody	dark
happen	commit	commit
happened	co-founded	co-founded
happens	eggs	eggs
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
opened	opens	opens
open	reopened	reopened
opens	incorporates	incorporates
open	open	priesthood
opened	opened	opened
opens	built	built
felt	came	wrote
feel	feel	feel
feels	sad	sad
feel	they're	they're
felt	loves	finished
feels	feels	feels
decided	decided	decided
decide	decide	decide
decides	decides	decides
decide	continue	continue
decided	decided	decided
decides	decides	decides
preserved	maintaining	maintaining
preserve	ancestral	ancestral
preserves	displays	displays
preserve	!align="right	!align="right
preserved	!align="right	!align="right
preserves	visible	visible
followed	gave	gave
follow	preceded	preceded
follows	follows	follows
follow	abandon	abandon
followed	ways	ways
follows	preceded	preceded
studied	studies	studied
study	studying	studying
studies	research	research
study	institute	institute
studied	study	study
studies	studying	studying
held	held	held
hold	hold	televised
holds	held	held
hold	hold	hold
held	won	won
holds	waived	resides
ended	coached	coached
end	support	support
ends	beginning	beginning
end	end	councillors
ended	end	end
ends	resides	prevented
said	speculated	speculated
say	stated	stated
says	wants	wants
say	exception	exception
said	wrote	wrote
says	commented	commented
reduced	reduced	reduced
reduce	increase	increase
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	promote
reduces	increases	increases
built	construct	construct
build	rebuilt	rebuilt
builds	develop	slender
build	!align="right	!align="right
built	!align="right	!align="right
builds	constructed	constructed
studied	studies	undertook
study	studying	studying
studies	meditation	shifts
study	study	study
studied	study	analysis
studies	studying	studying
said	did	emphasized
say	stated	saying
says	realizes	realizes
say	say	say
said	threshold	threshold
says	stated	saying
developed	build	developing
develop	refined	refined
develops	involve	involve
develop	grow	grow
developed	provides	decrease
develops	evolving	evolving
reduced	reducing	reducing
reduce	decreased	corresponds
reduces	shifts	shifts
reduce	assess	assess
reduced	decrease	decrease
reduces	confined	confined
extended	stretched	stretched
extend	cope	rapidly
extends	provides	provides
extend	expand	expand
extended	stretched	stretched
extends	module	module
ensured	contributes	contributes
ensure	demonstrate	demonstrate
ensures	requires	requires
ensure	!align="right	!align="right
ensured	!align="right	!align="right
ensures	smart	smart
decided	decides	decides
decide	decide	decide
decides	decides	decides
decide	fulfill	fulfill
decided	learns	learns
decides	decide	decide
preserved	trails	trails
preserve	reconstructed	reconstructed
preserves	scenic	scenic
preserve	!align="right	!align="right
preserved	!align="right	!align="right
preserves	reconstructed	reconstructed
saved	saving	saving
save	protect	infected
saves	brings	saving
save	invest	invest
saved	learns	learns
saves	real	ashore
earned	earned	earned
earn	earning	earning
earns	earned	earned
earn	!align="right	!align="right
earned	!align="right	!align="right
earns	received	offers
paid	paid	waived
pay	pay	pay
pays	paid	occupies
pay	allegiance	allegiance
paid	hurt	hurt
pays	resources	resources
learned	seriously	seriously
learn	lessons	lessons
learns	reject	discovers
learn	allegiance	allegiance
learned	disappointed	disappointed
learns	learn	explains
accommodated	added	added
accommodate	!align="right	!align="right
accommodates	resembling	resembling
accommodate	!align="right	!align="right
accommodated	!align="right	!align="right
accommodates	!align="right	!align="right
saw	generalized	survives
see	combat	combat
sees	gives	gives
see	combat	anger
saw	portrayed	portrayed
sees	provides	provides
tried	tried	tried
try	attempted	attempted
tries	!align="right	!align="right
try	decides	decides
tried	fails	fails
tries	!align="right	!align="right
learned	charging	charging
learn	learn	learn
learns	!align="right	!align="right
learn	learn	learn
learned	realizes	realizes
learns	!align="right	!align="right
followed	considered	considered
follow	follow	follow
follows	!align="right	!align="right
follow	define	define
followed	experiencing	experiencing
follows	!align="right	!align="right
found	considered	considered
find	find	find
finds	!align="right	!align="right
find	discovers	discovers
found	doing	doing
finds	!align="right	!align="right
turned	reaction	ions
turn	make	make
turns	!align="right	!align="right
turn	takes	takes
turned	moves	moves
turns	!align="right	!align="right
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provided	provided
provides	provides	provides
improved	relied	prescribed
improve	improve	improve
improves	performs	performs
improve	!align="right	!align="right
improved	!align="right	!align="right
improves	improve	improve
required	discharged	discharged
require	promote	promote
requires	requires	requires
require	require	provide
required	required	required
requires	requires	requires
had	had	had
have	have	have
has	has	has
have	have	have
had	have	have
has	has	has
sold	sold	sold
sell	sell	sell
sells	sells	produces
sell	sell	sell
sold	sold	sold
sells	owns	owns
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	meet	meet
