rougher	easier	quick
month's	!align="right	!align="right
month	coins	coins
bank's	!align="right	!align="right
bank	coins	coins
play's	!align="right	!align="right
play	coins	coins
union's	!align="right	!align="right
union	coins	coins
returned	returned	returned
return	returning	returning
returns	leave	known
return	return	return
returned	subsequently	subsequently
returns	returning	returning
determined	determining	determining
determine	calculated	calculated
determines	determining	determining
determine	!align="right	!align="right
determined	!align="right	!align="right
determines	calculated	tended
ensured	improve	improve
ensure	promotion	promotion
ensures	known	known
ensure	!align="right	!align="right
ensured	!align="right	!align="right
ensures	administered	administered
decided	decided	decided
decide	would	would
decides	decided	decided
decide	would	would
decided	subsequently	subsequently
decides	opted	opted
ended	voivodeship	voivodeship
end	ending	ending
ends	part	part
end	eventually	eventually
ended	officially	eventually
ends	lasted	lasted
supported	assistance	assistance
support	opposed	opposed
supports	assistance	supports
support	comply	comply
supported	support	support
supports	opposed	opposed
raised	raising	raising
raise	raise	raise
raises	raising	raising
raise	!align="right	!align="right
raised	!align="right	!align="right
raises	raising	raising
opened	enclosed	enclosed
open	closed	closed
opens	finalist	finalist
open	opening	comply
opened	locked	locked
opens	closed	closed
continued	continued	continued
continue	continue	continue
continues	continued	continued
continue	continued	continue
continued	continued	continued
continues	continue	continues
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
proved	proved	proved
prove	proven	proven
proves	proven	an
prove	!align="right	!align="right
proved	!align="right	!align="right
proves	proven	proven
helped	order	order
help	help	help
helps	helps	helps
help	other	other
helped	help	help
helps	attempt	efforts
called	calls	calls
call	known	known
calls	calls	a
call	other	other
called	phone	phone
calls	known	known
considered	felt	declared
consider	are	are
considers	a	a
consider	other	other
considered	colonists	colonists
considers	is	is
asked	asked	asked
ask	asking	agree
asks	a	a
ask	tells	other
asked	tells	tells
asks	asking	asking
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provided
provided	provided	provided
provides	provide	provide
eliminated	posed	posed
eliminate	relegated	relegated
eliminates	hears	hears
eliminate	!align="right	!align="right
eliminated	!align="right	!align="right
eliminates	relegated	relegated
thought	sure	sure
think	tell	tell
thinks	sure	sure
think	know	know
thought	know	know
thinks	believed	believed
showed	shows	shows
show	tell	tell
shows	series	series
show	show	show
showed	show	show
shows	showing	showing
took	took	took
take	take	take
takes	taken	taken
take	take	take
took	took	took
takes	takes	takes
looked	would	decided
look	tell	tell
looks	looking	a
look	say	say
looked	looked	looked
looks	looks	looks
paid	paid	paid
pay	pay	pay
pays	paid	paid
pay	pay	pay
paid	paying	paying
pays	pay	pay
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remained	remained
remains	remains	remains
bought	sell	purchase
buy	purchased	purchased
buys	sell	purchase
buy	!align="right	!align="right
bought	!align="right	!align="right
buys	purchased	purchased
sought	sought	sought
seek	seek	seek
seeks	sought	sought
seek	sought	help
sought	sought	sought
seeks	seeks	seeks
produced	distribute	distribute
produce	leave	leave
produces	distribute	distribute
produce	produce	produce
produced	mutation	production
produces	manufactured	manufactured
thought	know	sure
think	go	do
thinks	really	really
think	know	know
thought	lost	lost
thinks	appears	appears
understood	explain	explain
understand	interpreted	interpreted
understands	explain	learns
understand	!align="right	!align="right
understood	!align="right	!align="right
understands	interpreted	interpreted
ran	operated	operated
run	go	go
runs	running	running
run	innings	run
ran	innings	innings
runs	running	running
reduced	reducing	reducing
reduce	increased	reduce
reduces	reducing	reducing
reduce	reduce	reduce
reduced	decreasing	decreasing
reduces	increased	increased
felt	right	right
feel	retire	retire
feels	flowers	flowers
feel	retire	retire
felt	right	right
feels	flowers	flowers
required	requiring	requiring
require	necessary	necessary
requires	flowers	flowers
require	retire	spend
required	requiring	requiring
requires	flowers	flowers
played	played	played
play	play	play
plays	flowers	flowers
play	play	play
played	played	played
plays	playing	flowers
happened	happened	happened
happen	happen	happen
happens	flowers	flowers
happen	retire	retire
happened	right	right
happens	stems	stems
had	had	had
have	have	have
has	has	has
have	had	had
had	had	had
has	has	has
opened	finalist	finalist
open	closed	closed
opens	tennis	tennis
open	wait	wait
opened	shut	shut
opens	closed	constructed
felt	came	became
feel	feel	feel
feels	felt	felt
feel	say	say
felt	looked	looked
feels	feels	feels
decided	wished	wished
decide	opted	to
decides	decides	decides
decide	decide	decide
decided	decided	decided
decides	refused	refused
preserved	protect	protect
preserve	let	let
preserves	protect	protect
preserve	!align="right	!align="right
preserved	!align="right	!align="right
preserves	lies	lies
followed	followed	followed
follow	follow	follow
follows	follows	follows
follow	follow	follow
followed	followed	followed
follows	follows	follows
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
held	holds	holds
hold	hold	hold
holds	holds	holds
hold	hold	hold
held	hold	hold
holds	hold	at
ended	edge	edge
end	after	after
ends	edge	edge
end	leave	leave
ended	ended	ended
ends	after	after
said	think	think
say	i	i
says	think	think
say	say	say
said	say	say
says	stated	i
reduced	reducing	reducing
reduce	increased	increased
reduces	reducing	reducing
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	increased
built	construct	create
build	constructed	constructed
builds	construct	construct
build	!align="right	!align="right
built	!align="right	!align="right
builds	constructed	constructed
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	taught	taught
said	think	believe
say	say	say
says	assumes	involve
say	know	know
said	said	said
says	told	saying
developed	developing	promote
develop	develop	develop
develops	build	build
develop	applying	applying
developed	marked	romance
develops	develop	develop
reduced	reducing	reducing
reduce	increased	increased
reduces	reducing	reducing
reduce	reduced	reduced
reduced	reduced	reduced
reduces	increased	reduce
extended	commented	commented
extend	take	shorter
extends	extended	extended
extend	go	go
extended	extending	extending
extends	shortened	shortened
ensured	commented	commented
ensure	ask	ask
ensures	secure	appropriate
ensure	!align="right	!align="right
ensured	!align="right	!align="right
ensures	playoffs	playoffs
decided	decided	decided
decide	to	to
decides	decides	decides
decide	decided	leave
decided	decided	decided
decides	decides	decides
preserved	metacritic	metacritic
preserve	stay	stay
preserves	protected	protected
preserve	!align="right	!align="right
preserved	!align="right	!align="right
preserves	destroyed	destroyed
saved	persuade	persuade
save	ask	ask
saves	steal	steal
save	sv	sv
saved	sv	melody
saves	save	save
earned	earned	earned
earn	received	received
earns	earned	pursuing
earn	!align="right	!align="right
earned	!align="right	!align="right
earns	earning	earning
paid	paying	paying
pay	pay	pay
pays	paid	fee
pay	pay	cover
paid	paying	muse
pays	pay	pay
learned	learning	learning
learn	assistance	assistance
learns	learning	learning
learn	realizes	realizes
learned	realizes	realizes
learns	learn	learn
accommodated	classrooms	classrooms
accommodate	!align="right	!align="right
accommodates	classrooms	classrooms
accommodate	!align="right	!align="right
accommodated	!align="right	!align="right
accommodates	!align="right	!align="right
saw	say	say
see	assistance	assistance
sees	investigated	investigated
