rougher	denser	denser
preserve	well-preserved	protect
preserves	preserves	preserves
preserve	preserve	preserve
preserved	historical	historical
preserves	well-preserved	well-preserved
developed	developing	developing
develop	develop	develop
develops	developing	developing
develop	develop	develop
developed	developed	developed
develops	develops	develops
served	served	served
serve	serve	serve
serves	served	served
serve	serve	serve
served	served	served
serves	serves	serves
protected	protected	protected
protect	protect	protect
protects	protecting	protects
protect	protect	protect
protected	protected	protected
protects	protects	protects
required	requires	required
require	require	require
requires	requires	requires
require	require	require
required	require	requiring
requires	needed	require
happened	happened	happened
happen	occurred	happen
happens	occurs	occurs
happen	happened	happened
happened	happened	happened
happens	occurred	happens
saved	saved	saved
save	save	save
saves	saving	saving
save	save	save
saved	save	save
saves	recovers	recovers
understood	understood	understood
understand	understand	understand
understands	know	know
understand	teach	teach
understood	educated	realized
understands	understand	understand
brought	brought	brought
bring	bring	bringing
brings	brings	brings
bring	bring	bring
brought	brought	brought
brings	comes	comes
led	concluded	concluded
lead	leads	according
leads	leads	leads
lead	led	led
led	led	led
leads	leads	leads
had	had	had
have	have	having
has	has	has
have	have	have
had	had	had
has	has	has
sought	seeking	sought
seek	seeking	seeking
seeks	seeking	seeking
seek	sought	sought
sought	sought	sought
seeks	seeking	seeks
said	concluded	concluded
say	stated	thought
says	says	says
say	said	said
said	stated	stated
says	says	says
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	look	look
resolved	exacerbated	exacerbated
resolve	represent	resolve
resolves	employs	retains
resolve	respond	respond
resolved	persuaded	persuaded
resolves	unwillingness	unwillingness
returned	returned	returned
return	return	return
returns	returns	returns
return	return	return
returned	returned	returned
returns	returning	returning
used	used	used
use	use	use
uses	uses	uses
use	use	use
used	used	used
uses	uses	uses
offered	offered	offered
offer	offer	offer
offers	offers	offers
offer	offer	offer
offered	offered	offered
offers	offers	offers
believed	believed	believed
believe	thought	thought
believes	believes	believes
believe	believed	assert
believed	believed	believed
believes	thought	seems
felt	felt	felt
feel	feel	feel
feels	feels	feels
feel	feel	feel
felt	felt	felt
feels	feels	feels
determined	determines	determines
determine	determine	determine
determines	determines	determines
determine	determine	determine
determined	determine	determined
determines	determine	manages
gave	given	given
give	give	give
gives	gives	gives
give	give	give
gave	given	given
gives	gives	gives
thought	thought	thought
think	believed	think
thinks	thinks	thinks
think	think	think
thought	knew	explained
thinks	believed	seems
came	came	came
come	come	come
comes	came	comes
come	came	came
came	came	came
comes	comes	comes
included	included	included
include	include	include
includes	includes	includes
include	comprises	comprises
included	comprises	comprises
includes	featured	featured
saved	saved	saved
save	save	save
saves	saves	saves
save	save	save
saved	assists	assists
saves	save	save
said	said	said
say	stated	stated
says	says	says
say	said	said
said	said	said
says	stated	says
sought	seeking	seeking
seek	seek	seek
seeks	seeking	seeking
seek	sought	sought
sought	sought	sought
seeks	seek	seeks
helped	helped	helped
help	helps	help
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helps
received	received	received
receive	receive	receive
receives	receives	receives
receive	receive	receive
received	received	received
receives	receives	receives
came	came	came
come	come	come
comes	comes	comes
come	come	come
came	came	came
comes	comes	comes
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	gets	gets
told	told	told
tell	tell	tell
tells	tells	tells
tell	tell	tell
told	told	told
tells	tells	tells
stopped	stopped	stopped
stop	stop	stop
stops	stops	stops
stop	stop	stop
stopped	stop	stopped
stops	stop	stops
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becomes	becomes
reduced	improve	improve
reduce	increased	increased
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	reduces
sought	sought	sought
seek	seek	seek
seeks	seeking	seeks
seek	seek	seek
sought	sought	sought
seeks	seeks	seeks
came	came	came
come	comes	comes
comes	came	came
come	came	come
came	came	came
comes	comes	comes
used	used	used
use	use	use
uses	uses	uses
use	use	use
used	used	used
uses	uses	uses
learned	learnt	learnt
learn	learn	learn
learns	learned	learnt
learn	tells	tells
learned	discovers	discovers
learns	learn	learn
went	gone	gone
go	goes	goes
goes	going	going
go	go	go
went	went	go
goes	goes	goes
held	held	held
hold	hold	hold
holds	holds	holds
hold	hold	hold
held	held	received
holds	hold	hold
got	getting	getting
get	get	get
gets	gets	gets
get	get	get
got	get	get
gets	gets	gets
began	started	started
begin	started	started
begins	began	begins
begin	begin	begin
began	starts	begin
begins	started	started
accepted	named	offered
accept	accept	accept
accepts	accepts	accepts
accept	accept	accept
accepted	named	named
accepts	accepts	accepts
became	became	became
become	becoming	becoming
becomes	became	became
become	became	become
became	became	became
becomes	becomes	becomes
discussed	referred	referred
discuss	debated	address
discusses	discussing	discussing
discuss	describe	describe
discussed	describes	describes
discusses	stressed	stressed
protected	protected	protected
protect	protect	protect
protects	protects	protects
protect	protect	protect
protected	protected	protected
protects	protects	protects
brought	brought	brought
bring	bring	bring
brings	brought	brought
bring	bring	bring
brought	bring	bring
brings	came	came
started	beginning	starting
start	began	began
starts	starts	starts
start	begin	begin
started	begins	begin
starts	began	began
eliminated	eliminated	eliminated
eliminate	relegated	clinch
eliminates	eliminates	eliminates
eliminate	eliminate	eliminate
eliminated	rejected	rejected
eliminates	eliminates	eliminates
accommodated	accommodated	accommodated
accommodate	accommodate	accommodate
accommodates	contains	contains
accommodate	attend	attend
accommodated	accommodated	accommodated
accommodates	accommodates	accommodates
reached	reached	reached
reach	reach	reach
reaches	reaches	reaches
reach	reach	reach
reached	reach	enters
reaches	reach	reach
knew	knew	knew
know	know	know
knows	knows	knows
know	know	know
knew	knew	knew
knows	know	know
sent	sent	sent
send	sending	sending
sends	sent	sends
send	sent	sent
sent	sent	sent
sends	dispatched	dispatched
called	calls	calls
call	entitled	entitled
calls	calls	calls
call	call	call
called	call	call
calls	titled	titled
worked	worked	worked
work	working	working
works	works	works
work	work	work
worked	worked	worked
works	working	working
earned	earned	earned
earn	earn	earn
earns	earned	earned
earn	earn	earn
earned	earned	earned
earns	earns	earns
protected	safeguard	safeguard
protect	protect	protect
protects	protects	protects
protect	protect	protect
protected	protected	protected
protects	protects	protects
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	gets	gets
built	construct	built
build	constructed	constructed
builds	construct	construct
build	provide	build
built	gained	introduced
builds	constructed	constructed
won	victory	victory
win	win	win
wins	winning	winning
win	win	win
won	win	win
wins	winning	winning
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	provided
provides	provides	provides
built	construct	construct
build	constructed	constructed
builds	construct	builds
build	teach	build
built	lessons	lessons
builds	constructed	constructed
asked	asked	asked
ask	asks	asks
asks	asks	asks
ask	teach	teach
asked	asked	asked
asks	asks	asks
thought	said	said
think	believed	believed
thinks	discovers	thinks
think	teach	teach
thought	thought	thought
thinks	believed	believed
resolved	settle	settle
resolve	agree	agree
resolves	solve	lends
resolve	vows	vows
resolved	attempted	resignations
resolves	solved	solved
offered	offers	offered
offer	offer	offer
offers	offers	offers
offer	offer	offer
offered	offer	offer
offers	offers	offers
had	has	has
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
avoided	prevent	avert
avoid	avoid	avoid
avoids	prevent	prevent
avoid	involve	involve
avoided	avoided	avoided
avoids	avoid	avoid
developed	developing	developing
develop	develop	develop
develops	build	developing
develop	develop	develop
developed	developing	sourcing
develops	develop	adapted
stayed	stayed	stayed
stay	remained	stay
stays	stays	stays
stay	stay	stay
stayed	stay	stay
stays	remained	remained
proved	proved	proved
prove	proven	proven
proves	proves	proves
prove	proven	proven
proved	proved	proved
proves	prove	prove
brought	brought	brought
bring	bring	bring
brings	brings	brings
bring	bring	bring
brought	brought	brought
brings	bring	bring
liked	unlike	resembles
like	loved	loved
likes	unlike	unlike
like	fans	cymru
liked	hates	classmates
likes	loved	loved
served	served	served
serve	serve	serve
serves	serving	serving
serve	serve	serve
served	served	served
serves	serving	serving
supported	supporting	supporting
support	supports	opposes
supports	supporting	supporting
support	support	support
supported	supported	supported
supports	supports	supports
called	calls	calls
call	named	asks
calls	calls	calls
call	call	call
called	call	call
calls	termed	termed
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	gets	gets
told	told	told
tell	tell	tell
tells	tells	tells
tell	tell	tell
told	told	told
tells	tells	tells
learned	learned	learned
learn	learn	learn
learns	learned	learned
learn	tells	tells
learned	tells	learned
learns	learnt	learnt
left	left	left
leave	leave	leave
leaves	leaves	leaves
leave	leave	leave
left	closed	crushed
leaves	leaving	leaving
knew	understand	understand
know	know	know
knows	knows	knows
know	know	know
knew	know	know
knows	knows	knows
allowed	allows	accommodate
allow	permitted	permitted
allows	allows	allows
allow	allow	allow
allowed	allow	allow
allows	allows	allows
created	created	created
create	creating	create
creates	produce	creates
create	create	create
created	created	created
creates	creates	creates
wanted	wanted	wanted
want	wants	wants
wants	wants	wants
want	wanted	wanted
wanted	wanted	wanted
wants	wants	wants
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	makes	makes
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remained	remain
remains	remain	remain
felt	felt	felt
feel	feel	feel
feels	feels	feels
feel	feeling	feeling
felt	feel	felt
feels	feels	feels
discussed	discussed	discussed
discuss	discuss	discuss
discusses	discussing	discussed
discuss	discuss	discuss
discussed	discussed	discussed
discusses	discusses	discusses
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becomes	becomes
supported	supporting	supported
support	supporting	supporting
supports	supporting	supports
support	support	support
