rougher	cheaper	cheaper
looks	looks	looks
paid	paid	paid
pay	pay	pay
pays	paid	paying
pay	pay	pay
paid	paid	paid
pays	pay	pay
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remained	remained
remains	remain	remains
bought	sell	owns
buy	purchased	purchased
buys	buys	buys
buy	buy	buy
bought	bought	bought
buys	purchased	purchased
sought	sought	sought
seek	seek	seek
seeks	seeking	seeking
seek	seek	seek
sought	sought	sought
seeks	seeks	seeks
produced	produces	produces
produce	produce	produce
produces	produces	produces
produce	produce	produce
produced	producing	producing
produces	written	written
thought	saw	saw
think	believed	believed
thinks	knows	knows
think	think	think
thought	knew	knew
thinks	believed	believed
understood	describes	describes
understand	understand	understand
understands	knows	knows
understand	accept	accept
understood	did	did
understands	clearly	clearly
ran	ran	ran
run	run	run
runs	runs	runs
run	run	run
ran	ran	ran
runs	runs	runs
reduced	reduces	reduces
reduce	increased	reduce
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	increased
felt	felt	felt
feel	feel	feel
feels	feeling	feeling
feel	feel	felt
felt	felt	felt
feels	feels	feels
required	required	required
require	require	require
requires	requires	requires
require	require	require
required	require	required
requires	needed	require
played	played	played
play	playing	play
plays	plays	plays
play	play	play
played	played	played
plays	playing	meets
happened	happened	happened
happen	happen	happen
happens	occur	occur
happen	happened	happened
happened	happened	happened
happens	happens	happens
had	has	has
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
opened	came	came
open	closed	closed
opens	opens	opens
open	open	open
opened	opened	opened
opens	closed	opens
felt	felt	felt
feel	feel	feel
feels	feels	feels
feel	feel	feel
felt	felt	felt
feels	feels	feels
decided	decided	decided
decide	agreed	decide
decides	decides	decides
decide	decided	decided
decided	decided	decided
decides	decides	decides
preserved	maintain	maintain
preserve	restored	restored
preserves	protect	preserving
preserve	violate	violate
preserved	contains	contains
preserves	well-preserved	well-preserved
followed	took	took
follow	follow	follow
follows	follows	follows
follow	follow	follow
followed	saw	saw
follows	preceded	follows
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
held	held	held
hold	hold	hold
holds	holds	holds
hold	hold	hold
held	held	held
holds	hold	hold
ended	led	led
end	ends	ends
ends	ends	ends
end	end	end
ended	ended	ended
ends	ends	ends
said	said	said
say	stated	stated
says	believes	believes
say	said	said
said	said	said
says	stated	stated
reduced	reducing	reducing
reduce	increased	increase
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	reduces
built	construct	construct
build	constructed	constructed
builds	builds	builds
build	build	build
built	underwent	underwent
builds	constructed	constructed
studied	studies	studies
study	studying	studying
studies	studies	befriends
study	study	study
studied	study	study
studies	studying	studying
said	said	said
say	says	says
says	realizes	realizes
say	said	said
said	said	said
says	says	says
developed	developing	developing
develop	develop	develop
develops	develops	develops
develop	develop	develop
developed	underwent	underwent
develops	develops	develops
reduced	reduces	reduces
reduce	increased	reduce
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	increased
extended	extending	extending
extend	extend	extend
extends	extends	extends
extend	extend	extend
extended	extending	extending
extends	expanded	expanded
ensured	ensuring	ensuring
ensure	ensure	ensure
ensures	ensuring	ensuring
ensure	ensure	ensure
ensured	commented	commented
ensures	assumes	assumes
decided	decided	decided
decide	decide	decide
decides	decides	decides
decide	decide	decide
decided	decided	decided
decides	decides	decides
preserved	sought	sought
preserve	restored	restored
preserves	preserves	preserves
preserve	collect	collect
preserved	contains	contains
preserves	well-preserved	well-preserved
saved	saving	saving
save	save	save
saves	saves	saves
save	save	save
saved	save	save
saves	saves	saves
earned	earned	earned
earn	earning	earning
earns	earned	earned
earn	earn	attention
earned	earned	earned
earns	earning	earning
paid	paid	paid
pay	pay	pay
pays	paid	paid
pay	pay	pay
paid	paid	paid
pays	pay	pay
learned	learned	influenced
learn	learn	learn
learns	learned	learned
learn	help	attention
learned	convinced	convinced
learns	learn	learn
accommodated	fronted	fronted
accommodate	accommodate	accommodate
accommodates	enables	serves
accommodate	accommodate	accommodate
accommodated	hosted	hosted
accommodates	provides	offers
saw	saw	saw
see	seeing	came
sees	sees	sees
see	attention	attention
saw	portrayed	portrayed
sees	sees	sees
tried	tried	tried
try	attempted	attempted
tries	tries	tries
try	try	try
tried	tried	tried
tries	attempted	attempted
learned	learned	learned
learn	learn	learn
learns	learned	learned
learn	learn	learn
learned	revealed	revealed
learns	learns	learns
followed	followed	followed
follow	follow	follow
follows	follows	follows
follow	follow	follow
followed	followed	followed
follows	preceded	reunites
found	found	found
find	find	find
finds	finds	finds
find	find	find
found	found	found
finds	finds	finds
turned	turning	turning
turn	turn	turn
turns	turns	turns
turn	turn	turn
turned	curves	curves
turns	turns	turns
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provided	provided
provides	provides	provides
improved	improving	improved
improve	improve	improve
improves	improving	improves
improve	improve	improve
improved	improved	improved
improves	improve	improve
required	required	required
require	require	require
requires	requires	requires
require	require	require
required	require	required
requires	needed	requires
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
sold	sold	sold
sell	sell	sell
sells	sells	sells
sell	sell	sell
sold	sold	sold
sells	sell	sell
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
needed	needed	needed
need	need	need
needs	needs	needs
need	need	need
needed	needed	needed
needs	need	need
gave	giving	giving
give	gives	gives
gives	gives	gives
give	give	give
gave	gave	gave
gives	gives	gives
worked	works	works
work	working	working
works	works	works
work	work	work
worked	work	work
works	working	collaborated
avoided	avoided	avoided
avoid	avoid	avoid
avoids	avoiding	avoiding
avoid	avoid	avoid
avoided	occur	occur
avoids	avoid	avoiding
helped	aid	aid
help	help	help
helps	helps	helps
help	help	help
helped	designed	designed
helps	helps	helps
raised	raised	raised
raise	raise	raise
raises	raises	raises
raise	raise	raise
raised	raised	raised
raises	raise	raises
began	started	started
begin	begin	begin
begins	begins	begins
begin	begin	begin
began	begun	begun
begins	begins	begins
built	built	built
build	build	build
builds	builds	builds
build	build	build
built	built	built
builds	constructed	sits
recognized	recognized	recognized
recognize	recognize	recognize
recognizes	recognizes	recognizes
recognize	recognize	recognize
recognized	recognized	recognized
recognizes	recognizes	recognizes
knew	knows	knew
know	know	know
knows	knows	knows
know	know	know
knew	know	know
knows	knows	knows
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	making	makes
included	included	included
include	include	include
includes	includes	includes
include	contains	include
included	included	included
includes	includes	includes
avoided	avoided	avoided
avoid	avoid	avoid
avoids	prevent	avoids
avoid	avoid	avoid
avoided	spent	spent
avoids	avoids	avoids
reduced	reducing	reducing
reduce	increased	reduce
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	increased
met	meets	meets
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	masterpieces	masterpieces
needed	needed	needed
need	required	necessary
needs	needed	needed
need	need	need
needed	served	struggled
needs	required	required
liked	unlike	such
like	gloomy	gloomy
likes	unlike	unlike
like	help	preferring
liked	teamed	teamed
likes	poems	poems
reduced	minimize	minimize
reduce	increased	increased
reduces	improve	lessen
reduce	reduce	reduce
reduced	reduce	decreases
reduces	increased	increased
served	served	served
serve	serve	serve
serves	serves	serves
serve	serve	serve
served	served	served
serves	serves	publications
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	makes	makes
used	used	used
use	use	use
uses	uses	uses
