rougher	tougher	tougher
eliminated	eliminating	eliminating
eliminate	eliminate	eliminate
eliminates	eliminating	eliminating
eliminate	obtain	reduce
eliminated	prevents	consisted
eliminates	defeated	eliminates
thought	thinking	felt
think	believed	believed
thinks	thinks	thinks
think	think	think
thought	think	think
thinks	believed	believed
showed	shows	shows
show	showing	showing
shows	shows	shows
show	show	show
showed	show	show
shows	showing	showing
took	took	took
take	take	take
takes	takes	takes
take	take	take
took	took	took
takes	takes	takes
looked	looking	looking
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
paid	paid	paid
pay	pay	pay
pays	paid	paid
pay	pay	pay
paid	paid	paid
pays	pay	pay
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remained	remained
remains	remain	remains
bought	sell	bought
buy	purchased	purchased
buys	sell	owns
buy	buy	buy
bought	bought	bought
buys	purchased	purchased
sought	seeking	seeking
seek	seek	seek
seeks	seeking	seeking
seek	seek	seek
sought	sought	sought
seeks	seeks	seeks
produced	produces	produces
produce	produce	produce
produces	produces	produces
produce	produce	produce
produced	produce	employs
produces	manufactured	written
thought	saw	saw
think	believed	believed
thinks	thinks	knows
think	think	think
thought	knew	knew
thinks	believed	believed
understood	comprehend	discusses
understand	understand	understand
understands	know	know
understand	understand	understand
understood	did	did
understands	understand	understand
ran	ran	ran
run	run	run
runs	runs	runs
run	run	run
ran	ran	ran
runs	runs	runs
reduced	reduces	reduces
reduce	reduce	reduce
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	reduces
felt	felt	felt
feel	feel	feel
feels	feeling	feeling
feel	felt	felt
felt	felt	felt
feels	feels	feels
required	requires	required
require	necessary	necessary
requires	requires	requires
require	require	require
required	require	require
requires	necessary	necessary
played	plays	plays
play	playing	play
plays	plays	plays
play	play	play
played	played	played
plays	playing	meets
happened	happened	happened
happen	happens	happens
happens	occur	occur
happen	happened	happened
happened	happened	happened
happens	happens	happens
had	has	has
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
opened	came	opened
open	closed	closed
opens	opens	opens
open	open	open
opened	opened	opened
opens	closed	opens
felt	felt	felt
feel	feel	feel
feels	feels	feels
feel	feel	feel
felt	felt	felt
feels	feels	feels
decided	decided	chose
decide	decide	decide
decides	decides	decides
decide	decide	decide
decided	decided	decided
decides	decides	decides
preserved	preserving	preserving
preserve	restored	restored
preserves	preserving	preserves
preserve	charadriiformesfamily	violate
preserved	contains	contains
preserves	well-preserved	well-preserved
followed	followed	chose
follow	follow	follow
follows	follows	follows
follow	follow	follow
followed	follow	follow
follows	follows	follows
studied	studies	taught
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
held	held	held
hold	hold	hold
holds	holds	holds
hold	hold	hold
held	held	held
holds	hold	holding
ended	led	followed
end	ending	ends
ends	ends	ends
end	end	end
ended	ended	ended
ends	ends	ends
said	said	said
say	stated	stated
says	says	explains
say	said	said
said	said	said
says	stated	stated
reduced	reduces	reduces
reduce	increased	increase
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	increases
built	construct	construct
build	constructed	constructed
builds	builds	builds
build	build	build
built	build	build
builds	constructed	constructed
studied	studies	undertook
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
said	said	witnessed
say	stated	says
says	realizes	realizes
say	said	said
said	said	said
says	stated	says
developed	developing	developing
develop	develop	develop
develops	develops	develops
develop	develop	develop
developed	oversaw	oversaw
develops	develops	develops
reduced	reducing	reducing
reduce	reduce	reduce
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	decreased	decreased
extended	extending	extending
extend	extend	extend
extends	extends	extends
extend	extend	extend
extended	extend	extend
extends	extending	extending
ensured	ensuring	ensuring
ensure	ensure	ensure
ensures	ensuring	ensuring
ensure	ensure	ensure
ensured	regulates	ensured
ensures	ensure	ensure
decided	decided	chose
decide	decide	decide
decides	decides	decides
decide	decide	decide
decided	decided	decided
decides	decides	decides
preserved	preserving	preservation
preserve	restored	conserved
preserves	describes	describes
preserve	preserve	preserve
preserved	contains	contains
preserves	unaltered	unaltered
saved	saving	saving
save	save	save
saves	saves	saves
save	save	save
saved	save	save
saves	rescued	rescued
earned	earned	earned
earn	earn	earn
earns	earned	earned
earn	earn	earn
earned	earned	earned
earns	earning	earning
paid	paid	paid
pay	pay	pay
pays	paid	paid
pay	pay	pay
paid	paid	paid
pays	pay	pay
learned	learned	influenced
learn	learn	learn
learns	learned	learned
learn	learn	telling
learned	discovers	convinced
learns	learn	learn
accommodated	flanked	flanked
accommodate	assistance	assistance
accommodates	accommodates	accommodates
accommodate	accommodate	accommodate
accommodated	owned	owned
accommodates	offers	offers
saw	embraced	embraced
see	seeing	began
sees	gives	sees
see	attention	attention
saw	portrayed	portrayed
sees	sees	sees
tried	tries	tries
try	attempted	attempted
tries	tries	tries
try	try	try
tried	try	try
tries	attempted	attempted
learned	learned	learned
learn	learn	learn
learns	learned	learns
learn	learn	learn
learned	explained	explained
learns	learns	learns
followed	followed	followed
follow	follow	follow
follows	follows	follows
follow	follow	follow
followed	interpreted	integrals
follows	preceded	accompanies
found	found	found
find	find	find
finds	finds	finds
find	find	find
found	found	found
finds	finds	finds
turned	turning	turning
turn	turn	turn
turns	turns	turns
turn	modify	modify
turned	interpreted	interpreted
turns	turns	turn
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provided	provided
provides	provides	provides
improved	improved	improved
improve	improve	improve
improves	improving	improving
improve	improve	improve
improved	maintained	maintained
improves	improve	improve
required	requires	required
require	necessary	require
requires	requires	requires
require	require	require
required	required	required
requires	requires	requires
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
sold	sold	sold
sell	sell	sell
sells	sells	sells
sell	sell	sell
sold	sold	sold
sells	sell	sell
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
needed	needed	needed
need	need	need
needs	needs	needs
need	need	need
needed	needed	needed
needs	required	needs
gave	gave	gave
give	gives	gives
gives	gives	gives
give	give	give
gave	gave	gave
gives	gives	gives
worked	works	works
work	working	collaborated
works	works	works
work	work	work
worked	work	work
works	working	collaborated
avoided	avoided	avoided
avoid	avoid	avoid
avoids	avoiding	avoiding
avoid	avoid	avoid
avoided	avoided	correlated
avoids	avoid	avoid
helped	helped	helped
help	help	help
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helps
raised	raised	raised
raise	raise	raise
raises	raising	raised
raise	raise	raise
raised	raised	raised
raises	raises	raises
began	started	started
begin	begin	begin
begins	begins	begins
begin	begin	begin
began	begun	begun
begins	started	begins
built	built	built
build	build	build
builds	builds	builds
build	build	build
built	built	built
builds	constructed	constructed
recognized	recognized	recognized
recognize	recognize	recognize
recognizes	recognizes	recognizes
recognize	recognize	recognize
recognized	recognized	recognized
recognizes	recognizes	recognizes
knew	knows	knows
know	know	know
knows	knows	knows
know	know	know
knew	know	know
knows	knows	knows
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	making	makes
included	included	included
include	include	include
includes	includes	includes
include	contains	contains
included	contains	contains
includes	includes	includes
avoided	avoided	avoided
avoid	avoid	avoid
avoids	prevent	avoids
avoid	avoid	avoid
avoided	avoid	solved
avoids	avoids	avoids
reduced	lessen	lessen
reduce	increased	increased
reduces	lessen	lessen
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	increased
met	meets	meets
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	teamed	teamed
