rougher	finer	finer
send	send	send
sends	sent	sent
send	allow	allow
sent	sent	sent
sends	sends	sends
needed	needed	needed
need	required	required
needs	want	want
need	need	need
needed	need	need
needs	required	required
preserved	preservation	preservation
preserve	preserve	preserve
preserves	preserves	preserves
preserve	preserve	preserve
preserved	herbivorous	herbivorous
preserves	well-preserved	preserve
developed	developed	developed
develop	develop	develop
develops	develops	develops
develop	develop	develop
developed	developed	developed
develops	develops	develops
served	served	served
serve	serve	serve
serves	served	serves
serve	serve	serve
served	served	served
serves	serves	serves
protected	protected	protected
protect	protect	protect
protects	protects	protects
protect	protect	protect
protected	protected	protected
protects	protects	protects
required	requires	required
require	require	require
requires	requires	requires
require	require	require
required	require	requiring
requires	needed	requires
happened	happened	happened
happen	happens	happens
happens	occur	occur
happen	happened	happened
happened	happened	happened
happens	occurred	happens
saved	saved	saved
save	save	save
saves	saving	saving
save	save	save
saved	rebounds	rebounds
saves	saving	discovers
understood	understood	understood
understand	understand	understand
understands	comprehend	knows
understand	renovate	renovate
understood	learned	learned
understands	understand	understand
brought	brought	brought
bring	bring	bring
brings	brings	brings
bring	bring	bring
brought	brought	brought
brings	brings	comes
led	concluded	resulted
lead	leads	leads
leads	leads	leads
lead	led	led
led	led	led
leads	leads	leads
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
sought	seeking	seeking
seek	seeking	seeking
seeks	seeking	seeking
seek	sought	sought
sought	sought	sought
seeks	seeking	seeking
said	concluded	concluded
say	stated	thought
says	believe	says
say	said	said
said	stated	stated
says	says	says
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	look	look
resolved	solved	contested
resolve	resolve	resolve
resolves	removes	removes
resolve	ratify	ratify
resolved	consented	pursued
resolves	resolve	statistical
returned	returned	returned
return	returning	return
returns	returns	returns
return	return	return
returned	returned	returned
returns	returning	return
used	used	used
use	use	use
uses	uses	uses
use	use	use
used	used	used
uses	uses	uses
offered	offered	offered
offer	offer	offer
offers	offers	offers
offer	offer	offer
offered	offered	offered
offers	offers	offers
believed	believed	believed
believe	thought	thought
believes	believes	believes
believe	believe	believe
believed	believed	believed
believes	thought	seems
felt	felt	felt
feel	feel	feel
feels	feels	feels
feel	feel	feel
felt	felt	felt
feels	feel	feel
determined	determines	determines
determine	determine	determine
determines	determines	determines
determine	determine	determine
determined	determined	determined
determines	determine	determine
gave	given	given
give	give	give
gives	gives	gives
give	give	give
gave	given	given
gives	gives	gives
thought	thought	thought
think	believed	seem
thinks	believe	tells
think	think	think
thought	replied	explained
thinks	believed	seems
came	came	came
come	coming	coming
comes	comes	comes
come	came	came
came	came	came
comes	comes	comes
included	included	included
include	include	include
includes	includes	includes
include	contains	comprises
included	comprises	comprises
includes	featured	featured
saved	saved	saved
save	save	save
saves	saving	saves
save	save	save
saved	assists	saved
saves	save	surprises
said	said	said
say	stated	stated
says	says	says
say	said	said
said	said	said
says	stated	says
sought	seeking	seeking
seek	seek	seek
seeks	seeking	seeking
seek	sought	sought
sought	sought	sought
seeks	seek	seek
helped	helped	helped
help	help	help
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helps
received	received	received
receive	receive	receive
receives	received	receives
receive	receive	receive
received	receiving	receiving
receives	earned	receives
came	came	came
come	come	come
comes	comes	comes
come	come	come
came	came	came
comes	comes	comes
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	gets	gets
told	told	told
tell	tell	tell
tells	tells	tells
tell	tell	tell
told	told	told
tells	tells	tells
stopped	stopped	stopped
stop	stop	stop
stops	tells	resists
stop	stop	stop
stopped	stop	stopped
stops	stop	stop
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becomes	becomes
reduced	improve	improve
reduce	decreased	reducing
reduces	lessen	lessen
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	reduces
sought	sought	sought
seek	seek	seek
seeks	seeking	seeking
seek	seek	seek
sought	sought	sought
seeks	seek	seek
came	came	came
come	come	come
comes	came	came
come	came	bring
came	came	came
comes	comes	comes
used	usage	usage
use	uses	uses
uses	uses	uses
use	use	use
used	used	used
uses	uses	uses
learned	learnt	learnt
learn	learn	learn
learns	learnt	learnt
learn	discovers	realises
learned	realises	realises
learns	learn	learn
went	gone	gone
go	goes	goes
goes	goes	goes
go	went	go
went	went	gone
goes	goes	goes
held	held	held
hold	hold	hold
holds	holds	holds
hold	hold	hold
held	holding	holding
holds	hold	holds
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	gets	gets
began	began	started
begin	started	begin
begins	began	begins
begin	starts	begin
began	starts	referred
begins	started	started
accepted	named	referred
accept	accept	accept
accepts	accepts	accepts
accept	accept	accept
accepted	named	referred
accepts	accepts	accepts
became	became	became
become	becoming	become
becomes	became	became
become	became	become
became	became	became
becomes	becomes	becomes
discussed	referred	referred
discuss	discuss	discuss
discusses	discussing	discussing
discuss	describes	describes
discussed	describes	describes
discusses	discussing	discussing
protected	protected	protected
protect	protect	protect
protects	protects	protects
protect	protect	protect
protected	protected	protected
protects	protects	protects
brought	brought	brought
bring	bring	bring
brings	brought	brought
bring	bring	bring
brought	brought	brought
brings	came	came
started	started	starting
start	began	began
starts	starts	starts
start	begin	begin
started	begins	begin
starts	began	began
eliminated	observed	observed
eliminate	relegated	relegated
eliminates	eliminates	eliminates
eliminate	decide	overlook
eliminated	rejected	rejected
eliminates	eliminates	round
accommodated	altered	altered
accommodate	accommodate	accommodate
accommodates	contains	contains
accommodate	manage	manage
accommodated	operate	encompassed
accommodates	engages	owns
reached	reached	reached
reach	reach	reach
reaches	reaches	reaches
reach	reach	reach
reached	reach	reach
reaches	reach	reach
knew	knew	knew
know	know	know
knows	knows	knows
know	know	know
knew	knew	knew
knows	knows	knows
sent	sent	sent
send	send	send
sends	sent	sent
send	send	send
sent	sent	sent
sends	send	send
called	calls	calls
call	titled	entitled
calls	calls	calls
call	call	call
called	call	call
calls	titled	titled
worked	worked	worked
work	working	working
works	works	works
work	work	work
worked	worked	worked
works	working	working
earned	earned	earned
earn	earn	earn
earns	earns	earns
earn	earn	earn
earned	earned	earned
earns	earns	earns
protected	safeguard	safeguard
protect	protect	protect
protects	protects	protects
protect	protect	protect
protected	earned	protected
protects	protects	protects
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	gets	gets
built	built	built
build	constructed	constructed
builds	construct	construct
build	build	build
built	built	built
builds	constructed	constructed
won	victory	victory
win	win	win
wins	winning	winning
win	win	win
won	victories	victories
wins	winning	winning
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provided	provided
provides	provide	provides
built	construct	construct
build	constructed	constructed
builds	construct	construct
build	build	build
built	lessons	proficient
builds	constructed	constructed
asked	asked	asked
ask	invited	invited
asks	asks	asks
ask	teach	teach
asked	asked	asked
asks	asks	asks
thought	said	said
think	believed	believed
thinks	discovers	says
think	understand	understand
thought	thought	thought
thinks	believed	believed
resolved	settle	settle
resolve	ratify	ratify
resolves	solve	solve
resolve	strive	strive
resolved	resolve	resolve
resolves	solved	solved
offered	offered	offered
offer	offer	offer
offers	offers	offers
offer	offer	offer
offered	offer	offer
offers	offers	offers
had	has	has
have	have	have
has	has	has
have	have	have
had	have	have
has	has	has
avoided	avoiding	avoiding
avoid	avoid	avoid
avoids	prevent	prevent
avoid	depend	depend
avoided	avoided	avoiding
avoids	avoid	avoid
developed	developing	developing
develop	develop	develop
develops	build	build
develop	develop	develop
developed	developing	developing
develops	adapted	adapted
stayed	stayed	stayed
stay	stay	stay
stays	stays	stays
stay	stay	stay
stayed	stay	stay
stays	remained	remained
proved	proved	proved
prove	proven	proven
proves	proves	proves
prove	prove	proved
proved	proved	proved
proves	proves	proves
brought	brought	brought
bring	bring	bring
brings	brings	brings
bring	bring	bring
brought	brought	brought
brings	bring	brings
liked	unlike	unlike
like	loved	afternoons
likes	unlike	unlike
like	attitudes	attitudes
liked	osbourne	osbourne
likes	loved	loved
served	served	served
serve	serving	serving
serves	serves	serves
serve	serve	serve
served	serve	serve
serves	serving	serving
supported	supporting	supporting
support	support	support
supports	supporting	supporting
support	support	support
supported	supported	supported
supports	supports	supports
called	calls	calls
call	titled	says
calls	calls	calls
call	call	call
called	call	call
calls	termed	termed
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	gets	gets
told	told	told
tell	tells	tells
tells	tells	tells
tell	asks	asks
told	told	told
tells	tells	tells
learned	learned	learned
learn	learn	learn
learns	learnt	learnt
learn	discovers	discovers
learned	learned	learned
learns	learnt	learnt
left	leaving	leaving
leave	leaving	leave
leaves	leaves	leaves
leave	leave	leave
left	inaugurated	left
leaves	leaving	leaving
knew	knows	knows
know	know	know
knows	knows	knows
know	know	know
knew	know	know
knows	knows	knows
allowed	provide	provide
allow	permitted	permitted
allows	allows	allows
allow	allow	allow
allowed	allow	allow
allows	allows	allows
created	created	created
create	create	create
creates	creates	creates
create	create	create
created	created	created
creates	creates	creates
wanted	wanted	wanted
want	want	want
wants	wants	wants
want	want	want
wanted	wanted	wanted
wants	wants	wants
made	made	made
make	make	make
makes	making	making
make	make	make
made	made	made
makes	making	makes
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remained	controversial
remains	remain	remain
felt	felt	felt
feel	feels	feel
feels	felt	felt
feel	feeling	feeling
felt	felt	felt
feels	feel	feel
discussed	discussed	discussed
discuss	discuss	discuss
discusses	discussed	addresses
discuss	discuss	discuss
discussed	discussed	discussed
discusses	discusses	discusses
became	became	became
become	become	becomes
becomes	became	became
become	became	become
became	became	became
