rougher	poorly	poorly
liked	unlike	unlike
like	get	emulate
likes	unlike	unlike
like	smuggle	smuggle
liked	won	studied
likes	understands	isn't
served	served	served
serve	serve	serve
serves	served	served
serve	serve	serve
served	served	served
serves	serving	serving
changed	changes	changes
change	changing	changing
changes	changing	changing
change	change	change
changed	change	change
changes	changing	changing
returned	returned	returned
return	returning	return
returns	returning	returns
return	return	return
returned	returned	returned
returns	returning	returning
learned	learned	learned
learn	learn	learn
learns	learned	learned
learn	decides	learn
learned	tells	tells
learns	learn	learn
thought	thinks	thinks
think	believed	believed
thinks	thinks	thinks
think	think	think
thought	stayed	argued
thinks	believed	believed
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becoming	becoming
understood	know	appreciate
understand	understand	understand
understands	know	know
understand	understand	understand
understood	stayed	criticizes
understands	interpreted	interpreted
sent	sent	sent
send	send	send
sends	sent	sent
send	send	send
sent	sent	sent
sends	dispatched	dispatched
needed	needed	needed
need	required	required
needs	needed	needed
need	demands	demands
needed	need	demands
needs	required	required
preserved	preserving	preserving
preserve	preserve	preserve
preserves	preserves	preserves
preserve	preserve	preserve
preserved	herbivorous	herbivorous
preserves	preserves	preserves
developed	developing	developing
develop	develop	develop
develops	developing	develops
develop	develop	develop
developed	developed	developed
develops	develops	develops
served	served	served
serve	serve	serve
serves	served	served
serve	serve	serve
served	served	served
serves	serves	serves
protected	protected	protected
protect	protect	protect
protects	protects	protects
protect	protect	protect
protected	protected	protected
protects	protects	protects
required	requires	requires
require	require	require
requires	requires	requires
require	require	require
required	require	require
requires	needed	requires
happened	happened	happened
happen	happen	happen
happens	occur	occur
happen	happened	happened
happened	happened	happened
happens	happens	happens
saved	saving	saving
save	save	save
saves	saving	saving
save	save	save
saved	save	save
saves	thinks	thinks
understood	know	discovered
understand	understand	understand
understands	know	know
understand	teach	teach
understood	learned	learned
understands	understand	understand
brought	brought	brought
bring	bring	bring
brings	brings	brings
bring	bring	bring
brought	brought	brought
brings	brings	comes
led	resulted	dissolved
lead	headed	according
leads	leads	leads
lead	led	led
led	led	led
leads	leads	leads
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
sought	seeking	seeking
seek	seeking	seeking
seeks	seeking	seeking
seek	sought	sought
sought	sought	sought
seeks	seeks	seeks
said	concluded	concluded
say	thought	thought
says	says	says
say	said	said
said	stated	stated
says	says	says
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
resolved	resolved	resolved
resolve	resolve	resolve
resolves	resolving	resolving
resolve	communicate	communicate
resolved	resolved	resolved
resolves	resolve	resolve
returned	returned	returned
return	return	return
returns	returns	returns
return	return	return
returned	returned	returned
returns	returning	returning
used	used	used
use	use	use
uses	uses	uses
use	use	use
used	used	used
uses	uses	uses
offered	offered	offered
offer	offer	offer
offers	offers	offers
offer	offer	offer
offered	offered	offered
offers	offers	offers
believed	believed	believed
believe	thought	believe
believes	believes	believes
believe	believe	believe
believed	believed	believed
believes	thought	believes
felt	feels	felt
feel	feel	feel
feels	feels	feels
feel	feel	feel
felt	felt	felt
feels	feels	feels
determined	determines	determines
determine	determine	determine
determines	determines	determines
determine	determine	determine
determined	determine	determined
determines	decides	decides
gave	given	given
give	give	give
gives	gives	gives
give	give	give
gave	given	given
gives	gives	gives
thought	said	believed
think	believed	think
thinks	thinks	believes
think	think	think
thought	knows	explained
thinks	believed	seems
came	came	came
come	come	come
comes	came	came
come	came	came
came	came	came
comes	comes	comes
included	included	included
include	featured	include
includes	includes	includes
include	comprises	comprises
included	comprises	comprises
includes	featured	featured
saved	saving	saved
save	save	save
saves	saving	saving
save	save	save
saved	saved	saved
saves	save	thinks
said	said	said
say	stated	stated
says	says	says
say	said	said
said	said	said
says	stated	says
sought	seeking	seeking
seek	seeking	seeking
seeks	seeking	seeking
seek	sought	sought
sought	sought	sought
seeks	seek	seeks
helped	helped	helped
help	help	help
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helps
received	received	received
receive	receive	receive
receives	receives	receives
receive	receive	receive
received	received	receiving
receives	receives	receives
came	came	came
come	come	come
comes	comes	comes
come	come	come
came	came	came
comes	comes	comes
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	gets	gets
told	told	told
tell	tell	tell
tells	tells	tells
tell	tell	tell
told	told	told
tells	tells	tells
stopped	stopped	stopped
stop	stop	stop
stops	stops	stops
stop	stop	stop
stopped	stop	stop
stops	realizes	realizes
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	becoming
becomes	becomes	becomes
reduced	improve	improve
reduce	increased	decreased
reduces	reduces	reduces
reduce	reduce	reduce
reduced	reduce	reduce
reduces	increased	reduces
sought	sought	sought
seek	seek	seek
seeks	seeking	seeking
seek	sought	seek
sought	sought	sought
seeks	seek	seek
came	came	came
come	come	come
comes	came	came
come	came	come
came	came	came
comes	comes	comes
used	used	used
use	utilized	uses
uses	uses	uses
use	use	use
used	used	used
uses	uses	uses
learned	learned	learning
learn	learn	learn
learns	learned	wants
learn	realises	realises
learned	realises	realises
learns	learn	learn
went	gone	gone
go	goes	go
goes	goes	goes
go	went	go
went	went	went
goes	goes	goes
held	holding	holding
hold	hold	hold
holds	holds	holds
hold	hold	hold
held	holding	held
holds	holds	holds
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	gets	gets
began	began	started
begin	started	begin
begins	begins	begins
begin	begin	begin
began	begin	begin
begins	started	started
accepted	named	named
accept	accept	accept
accepts	accepts	accepts
accept	accept	accept
accepted	named	named
accepts	accepts	accepts
became	became	became
become	becoming	becomes
becomes	became	became
become	became	became
became	became	became
becomes	becomes	becomes
discussed	discussed	discussed
discuss	discuss	discuss
discusses	discussing	discussing
discuss	describes	describes
discussed	describes	describes
discusses	comments	comments
protected	protected	protected
protect	protect	protect
protects	protects	protects
protect	protect	protect
protected	protected	protected
protects	protects	protects
brought	brought	brought
bring	bring	bring
brings	brought	brought
bring	bring	bring
brought	brought	brought
brings	came	came
started	starting	starting
start	began	began
starts	starts	starts
start	begin	begin
started	begins	begin
starts	began	began
eliminated	reduce	reduced
eliminate	relegated	relocated
eliminates	reduce	eliminating
eliminate	implement	implement
eliminated	rejected	rejected
eliminates	defeated	defeated
accommodated	spaces	spaces
accommodate	accommodate	accommodate
accommodates	observes	contains
accommodate	accommodate	accommodate
accommodated	totalling	totalling
accommodates	provides	provides
reached	reached	reached
reach	reach	reach
reaches	reaches	reaches
reach	reach	reach
reached	reach	reach
reaches	reaching	reaching
knew	knew	knew
know	know	know
knows	knows	knows
know	know	know
knew	knew	knew
knows	knows	knows
sent	sent	sent
send	dispatched	dispatched
sends	sent	sends
send	sent	sent
sent	sent	sent
sends	dispatched	dispatched
called	calls	calls
call	titled	titled
calls	calls	calls
call	call	call
called	call	call
calls	titled	titled
worked	worked	worked
work	working	working
works	works	works
work	work	work
worked	worked	worked
works	working	working
earned	earned	earned
earn	earn	earn
earns	earns	earns
earn	earn	earn
earned	earned	earned
earns	earns	earns
protected	protects	protects
protect	protect	protect
protects	protects	protects
protect	protect	protect
protected	earned	protected
protects	protects	protects
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	gets	gets
built	built	built
build	constructed	constructed
builds	construct	builds
build	build	build
built	built	built
builds	constructed	constructed
won	won	won
win	win	win
wins	won	won
win	win	win
won	win	win
wins	winning	winning
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	provide
provides	provides	provides
built	construct	construct
build	constructed	constructed
builds	construct	builds
build	build	build
built	build	build
builds	constructed	constructed
asked	asked	asked
ask	ask	ask
asks	asks	asks
ask	teach	teach
asked	asked	asked
asks	asks	asks
thought	said	said
think	believed	believed
thinks	says	says
think	think	think
thought	thought	thought
thinks	believed	believed
resolved	settle	settle
resolve	unresolved	occur
resolves	solve	solve
resolve	proceed	proceed
resolved	agreed	agreed
resolves	solved	solved
offered	offered	offered
offer	offer	offer
offers	offers	offers
offer	offer	offer
offered	offer	offer
offers	offers	offers
had	has	has
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
avoided	avoiding	avoiding
avoid	avoid	avoid
avoids	prevent	prevent
avoid	avoid	avoid
avoided	avoid	avoid
avoids	avoids	avoids
developed	developing	developing
develop	develop	develop
develops	build	build
develop	develop	develop
developed	developed	developed
develops	adapted	adapted
stayed	stayed	stayed
stay	stay	stay
stays	stays	stays
stay	stay	stay
stayed	stayed	stayed
stays	remained	stay
proved	proved	proved
prove	proven	proven
proves	proves	proves
prove	proved	proved
proved	proved	proved
proves	proves	proves
brought	brought	brought
bring	bring	bring
brings	brings	brings
bring	bring	bring
brought	brought	brought
brings	bring	bring
liked	unlike	unlike
like	loved	infer
likes	unlike	unlike
like	anybody	anybody
liked	liked	alfie
likes	loved	loved
served	served	served
serve	serving	serve
serves	serving	serving
serve	serve	serve
served	served	served
serves	serving	serving
supported	supporting	supporting
support	support	support
supports	supporting	supporting
support	support	support
supported	supported	supported
supports	supports	supports
called	calls	calls
call	named	named
calls	calls	calls
call	call	call
called	call	call
calls	termed	termed
got	got	got
get	get	get
gets	got	got
get	get	get
got	got	got
gets	gets	gets
told	tells	tells
tell	tells	tells
tells	tells	tells
tell	asks	tell
told	told	told
tells	tells	tells
learned	learned	learned
learn	learn	learn
learns	learned	learned
learn	discovers	discovers
learned	discovers	learned
learns	learnt	learnt
left	left	left
leave	leaving	leave
leaves	leaves	leaves
leave	leave	leave
left	inaugurated	inaugurated
leaves	leaving	leaving
knew	understand	understand
know	know	know
knows	knows	knows
know	know	know
knew	know	know
knows	knows	knows
allowed	allows	provide
allow	permitted	permitted
allows	allows	allows
allow	allowing	allowing
allowed	allow	allow
allows	allows	allows
created	created	created
create	create	create
creates	produce	produce
create	create	implementation
created	created	created
creates	creates	creates
wanted	wanted	wanted
want	wished	wants
wants	wants	wants
want	want	want
wanted	wanted	wanted
wants	wants	wants
made	making	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	makes	makes
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remain	remain
remains	remain	remain
felt	felt	felt
feel	feeling	feeling
feels	feels	feels
feel	feel	feel
felt	felt	felt
feels	feels	feels
discussed	discussed	discussed
discuss	discuss	discuss
discusses	discusses	discusses
discuss	discuss	discuss
discussed	discussed	discussed
discusses	discusses	discusses
became	became	became
become	become	become
becomes	became	became
become	became	become
became	became	became
becomes	becomes	becomes
supported	supporting	supported
support	supporting	supporting
supports	supports	supports
support	supported	support
supported	supported	supported
supports	supports	supports
made	made	made
make	making	making
makes	makes	makes
make	make	make
made	make	make
makes	making	makes
asked	asked	asked
ask	asking	asking
asks	asks	meets
ask	asked	asked
asked	asked	asked
asks	asks	asks
started	begin	started
start	began	began
starts	begin	started
start	begins	begin
started	begins	begins
starts	began	began
told	tells	told
tell	tells	tells
tells	tells	tells
tell	asks	warns
told	asks	asks
tells	tells	tells
reached	reached	reached
reach	reach	reach
reaches	reached	reached
reach	reach	reach
reached	reach	reach
reaches	reaching	reaching
left	left	left
leave	leave	leave
leaves	left	left
leave	leave	leave
left	lobed	deciduous
leaves	leaving	leaving
studied	studies	studies
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
followed	followed	followed
follow	follow	follow
follows	followed	followed
follow	follow	follow
followed	followed	relayed
follows	follow	follow
changed	changes	changed
change	change	change
changes	changes	changes
change	change	change
changed	change	changed
changes	change	change
won	victory	victory
win	win	win
wins	victory	defeat
win	win	win
won	winning	winning
wins	win	win
opened	closed	closed
open	closed	closed
opens	opens	opens
open	determine	opened
opened	opened	opened
opens	confronts	confronts
studied	studies	studies
study	studying	lectured
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
accepted	refused	refused
accept	accept	accept
accepts	accepts	accepts
accept	accept	accept
accepted	accepted	accepted
accepts	accepts	accepts
became	became	becoming
become	becomes	becomes
becomes	became	becomes
become	became	became
became	became	became
becomes	becomes	becomes
determined	determines	determines
determine	decide	decide
determines	determines	determines
determine	determine	determine
determined	determine	determine
determines	decides	decides
ensured	ensuring	demanded
ensure	ensure	ensure
ensures	ensuring	ensuring
ensure	allow	oversee
ensured	assisted	assisted
ensures	assumes	assumes
required	requires	requires
require	needed	require
requires	requires	requires
require	require	require
required	require	require
requires	necessary	necessary
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becomes	becomes
preserved	acquired	acquired
preserve	remain	preserve
preserves	recovers	preserves
preserve	attend	attend
preserved	founded	founded
preserves	well-preserved	conserved
paid	paid	paid
pay	pay	pay
pays	paying	paying
pay	paid	paid
paid	paid	paid
pays	pay	pay
began	began	began
begin	started	begin
begins	began	began
begin	starts	begin
began	starts	starts
begins	started	started
returned	returned	returned
return	return	return
returns	returns	returns
return	return	return
returned	returned	returned
returns	returns	returns
decided	decided	decided
decide	decide	decide
decides	decides	decides
decide	decided	decided
decided	decided	decided
decides	decides	decides
avoided	prevent	prevent
avoid	avoid	avoid
avoids	prevent	avoiding
avoid	avoided	avoided
avoided	avoided	avoided
avoids	avoids	avoids
