rougher	denser	denser
needs	want	want
need	need	need
needed	need	need
needs	required	required
preserved	preserving	preserving
preserve	preserve	preserve
preserves	preserves	preserves
preserve	preserve	preserve
preserved	senses	senses
preserves	well-preserved	preserves
developed	developing	developing
develop	develop	develop
develops	developing	developing
develop	develop	develop
developed	developed	developed
develops	develops	develops
served	served	served
serve	serve	serve
serves	served	served
serve	serve	serve
served	served	served
serves	serves	serves
protected	protected	protected
protect	protect	protect
protects	protects	protects
protect	protect	protect
protected	protected	protected
protects	protects	protects
required	requires	requires
require	require	require
requires	requires	requires
require	require	require
required	require	require
requires	requires	requires
happened	happened	happened
happen	happen	happen
happens	occur	occurs
happen	happened	happened
happened	happened	happened
happens	occurred	occurred
saved	saved	saved
save	save	save
saves	saving	saving
save	save	save
saved	save	save
saves	saving	discovers
understood	understood	understood
understand	understand	understand
understands	know	investigates
understand	comprehend	marry
understood	naturalised	learned
understands	understand	understand
brought	brought	brought
bring	bring	bringing
brings	brings	brings
bring	bring	bring
brought	brought	brought
brings	comes	comes
led	resulted	resulted
lead	leads	leads
leads	leads	leads
lead	led	led
led	led	led
leads	leads	leads
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
sought	seeking	sought
seek	seeking	seeking
seeks	seeking	seeking
seek	sought	sought
sought	sought	sought
seeks	seeks	seeks
said	concluded	concluded
say	stated	told
says	agree	agree
say	said	said
said	stated	stated
says	says	says
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
resolved	resolved	resolved
resolve	resolve	resolve
resolves	solve	removes
resolve	respond	respond
resolved	resolved	resolved
resolves	resolve	resolve
returned	returned	returned
return	return	return
returns	returns	returns
return	return	return
returned	returned	returned
returns	returning	returning
used	used	used
use	use	use
uses	uses	uses
use	use	use
used	used	used
uses	uses	uses
offered	offered	offered
offer	offer	offer
offers	offers	offers
offer	offer	offer
offered	offered	offered
offers	offers	offers
believed	believed	believed
believe	thought	thought
believes	believes	believes
believe	believe	believe
believed	believed	believed
believes	thought	thought
felt	felt	felt
feel	feel	feel
feels	feels	feels
feel	feel	feel
felt	felt	felt
feels	feel	feel
determined	determines	determined
determine	determine	determine
determines	determines	determines
determine	determine	determine
determined	determined	determined
determines	determine	determine
gave	gave	given
give	give	give
gives	gives	gives
give	give	give
gave	given	given
gives	gives	gives
thought	thought	thought
think	believed	think
thinks	thinks	thinks
think	think	think
thought	realizes	explained
thinks	believed	seems
came	came	came
come	coming	coming
comes	comes	comes
come	came	came
came	came	came
comes	comes	comes
included	included	included
include	include	include
includes	includes	includes
include	comprises	comprises
included	comprises	comprises
includes	featured	featured
saved	saved	saved
save	save	save
saves	saves	saves
save	save	save
saved	saved	saved
saves	save	save
said	said	said
say	stated	says
says	says	says
say	said	said
said	said	said
says	stated	says
sought	seeking	sought
seek	seek	seek
seeks	seeking	seeking
seek	sought	sought
sought	sought	sought
seeks	seek	seeks
helped	helped	helped
help	help	help
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helps
received	received	received
receive	receive	receive
receives	receives	receives
receive	receive	receive
received	received	received
receives	receives	receives
came	came	came
come	come	come
comes	comes	comes
come	come	come
came	came	came
comes	comes	comes
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	get	get
gets	gets	gets
told	told	told
tell	tell	tell
tells	tells	tells
tell	tell	tell
told	told	told
tells	tells	tells
stopped	stopped	stopped
stop	stop	stop
stops	stops	stops
stop	stop	stop
stopped	stop	stop
stops	sees	dies
looked	looked	looked
look	look	look
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
became	became	became
become	become	become
becomes	became	became
become	became	become
became	became	becoming
becomes	becomes	becomes
reduced	improve	improve
reduce	increased	increase
reduces	minimize	minimize
reduce	reduce	reduce
reduced	reduce	reduced
reduces	increased	reduces
sought	sought	sought
seek	seek	seek
seeks	seeking	seeking
seek	sought	sought
sought	sought	sought
seeks	seeks	seeks
came	came	came
come	come	come
comes	came	came
come	came	come
came	came	came
comes	comes	comes
used	usage	usage
use	uses	uses
uses	uses	uses
use	use	use
used	used	used
uses	uses	uses
learned	learnt	learnt
learn	learn	learn
learns	learnt	learnt
learn	discovers	discover
learned	discovers	discovers
learns	learn	learn
went	gone	gone
go	goes	goes
goes	goes	goes
go	go	go
went	went	going
goes	goes	goes
held	held	held
hold	hold	hold
holds	holds	holds
hold	hold	hold
held	holding	holding
holds	holds	holds
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	get	get
gets	gets	gets
began	started	started
begin	started	begin
begins	began	begins
begin	begin	begin
began	starts	begin
begins	started	started
accepted	referred	referred
accept	accept	accept
accepts	accepts	accepts
accept	accept	accept
accepted	named	named
accepts	accepts	accepts
became	became	became
become	becoming	becoming
becomes	became	became
become	became	become
became	became	became
becomes	becomes	becomes
discussed	referred	referred
discuss	discuss	discuss
discusses	asks	asks
discuss	describes	describes
discussed	describes	describes
discusses	discussing	discussing
protected	protected	protected
protect	protect	protect
protects	protects	protects
protect	protect	protect
protected	protected	protected
protects	protects	protects
brought	brought	brought
bring	bring	bring
brings	brings	brings
bring	bring	bring
brought	brought	brought
brings	came	came
started	starting	starting
start	began	began
starts	starts	starts
start	begin	begin
started	begins	begins
starts	began	began
eliminated	eliminated	eliminated
eliminate	eliminate	eliminate
eliminates	reduce	destroys
eliminate	implement	implement
eliminated	rejected	substantive
eliminates	loses	loses
accommodated	represented	fully
accommodate	accommodate	accommodate
accommodates	contains	contains
accommodate	accommodate	attend
accommodated	accommodated	accommodated
accommodates	provides	provides
reached	reached	reached
reach	reach	reaching
reaches	reached	reaches
reach	reach	reach
reached	reach	reach
reaches	reach	reach
knew	knew	knew
know	know	know
knows	knows	knows
know	know	know
knew	knew	knew
knows	knows	knows
sent	sent	sent
send	send	send
sends	sends	sends
send	sent	sent
sent	sent	sent
sends	send	send
called	calls	calls
call	entitled	entitled
calls	calls	calls
call	call	call
called	call	call
calls	titled	titled
worked	worked	worked
work	working	work
works	works	works
work	work	work
worked	worked	worked
works	working	working
earned	earned	earned
earn	earn	earn
earns	earned	earns
earn	earn	earn
earned	earned	earned
earns	earns	earns
protected	protects	protects
protect	protect	protect
protects	protects	protects
protect	protect	protect
protected	earned	protected
protects	protects	protects
met	met	met
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	gets	gets
built	construct	built
build	constructed	constructed
builds	construct	construct
build	create	develop
built	introduced	introduced
builds	constructed	constructed
won	victory	victory
win	win	win
wins	winning	winning
win	win	win
won	win	win
wins	winning	winning
provided	provided	provided
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provided	provided
provides	provides	provides
built	construct	construct
build	constructed	constructed
builds	construct	construct
build	teach	build
built	teach	relied
builds	constructed	constructed
asked	asked	asked
ask	ask	ask
asks	asks	asks
ask	teach	teach
asked	asked	asked
asks	asks	asks
thought	thought	thought
think	believed	believed
thinks	thinks	thinks
think	teach	teach
thought	thought	thought
thinks	believed	believed
resolved	resolved	resolved
resolve	hesitate	hesitate
resolves	solve	resolving
resolve	involve	involve
resolved	compromise	compromise
resolves	resolves	resolves
offered	offered	offered
offer	offer	offer
offers	offers	offers
offer	offer	offer
offered	offer	offer
offers	offers	offers
had	has	has
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
avoided	avert	avert
avoid	avoid	avoid
avoids	prevent	prevent
avoid	involve	involve
avoided	avoid	avoided
avoids	avoid	avoid
developed	developing	developing
develop	develop	develop
develops	build	build
develop	produces	produces
developed	developed	developing
develops	develop	built
stayed	stayed	stayed
stay	remained	stay
stays	stays	stays
stay	stay	stay
stayed	stayed	stayed
stays	remained	stay
proved	proved	proved
prove	proven	proven
proves	proves	proves
prove	proven	proven
proved	proved	proved
proves	proves	proves
brought	brought	brought
bring	bring	bring
brings	brings	brings
bring	bring	bring
brought	brought	brought
brings	bring	bring
liked	unlike	unlike
like	loved	loved
likes	unlike	unlike
like	disgusting	disgusting
liked	liked	liked
likes	loved	likes
served	served	served
serve	serve	serve
serves	serves	serves
serve	serve	serve
served	served	served
serves	serves	serves
supported	supporting	supporting
support	support	support
supports	supporting	supporting
support	support	support
supported	supported	supported
supports	supports	supports
called	calls	calls
call	named	accuses
calls	calls	calls
call	call	call
called	call	call
calls	termed	termed
got	got	got
get	get	get
gets	gets	gets
get	get	get
got	got	got
gets	gets	gets
told	told	told
tell	said	tells
tells	tells	tells
tell	asks	asks
told	told	told
tells	tells	tells
learned	learned	learned
learn	learn	learn
learns	learning	learning
learn	discovers	discovers
learned	learned	learned
learns	learn	learn
left	left	left
leave	leaving	leave
leaves	leaves	leaves
leave	leave	leave
left	inaugurated	inaugurated
leaves	leaving	leaving
knew	understand	remember
know	know	knows
knows	understand	tells
know	know	know
knew	know	know
knows	knows	knows
allowed	allows	accommodate
allow	permitted	permitted
allows	allows	allows
allow	allow	allow
allowed	allow	allow
allows	allows	allows
created	created	created
create	create	create
creates	produce	creates
create	create	create
created	created	created
creates	creates	creates
wanted	wanted	wanted
want	wants	wants
wants	wants	wants
want	wanted	wanted
wanted	wanted	wanted
wants	wants	wants
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	makes	makes
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remained	remained
remains	remain	remain
felt	felt	felt
feel	feel	feel
feels	feels	feels
feel	feel	feel
felt	felt	felt
feels	feel	feel
discussed	discussed	discussed
discuss	discuss	discuss
discusses	discusses	discusses
discuss	discuss	discuss
discussed	discussed	discussed
discusses	discusses	discusses
became	became	becoming
become	become	become
becomes	became	became
become	became	become
became	became	became
becomes	becomes	becomes
supported	supporting	supporting
support	supporting	supporting
supports	supports	supports
support	support	support
